"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.961954217E1,-4.144512177E1,-7.865411758E0,-3.266217041E1
3.962955617E1,-4.160701752E1,-7.554060936E0,-3.232705688E1
3.963957017E1,-4.134256744E1,-7.612060547E0,-3.252984619E1
3.964958417E1,-4.152416229E1,-7.606670380E0,-3.287054443E1
3.965959717E1,-4.151992035E1,-7.258193016E0,-3.324176025E1
3.966961117E1,-4.117040253E1,-7.031939983E0,-3.333724976E1
3.967962517E1,-4.089351654E1,-6.995196342E0,-3.439093018E1
3.968963917E1,-4.014275360E1,-7.103777885E0,-3.477709961E1
3.969965317E1,-3.949404144E1,-7.325318336E0,-3.510998535E1
3.970966617E1,-3.949404144E1,-7.325318336E0,-3.510998535E1
3.971968017E1,-3.869982147E1,-7.191129208E0,-3.619256592E1
3.972969417E1,-3.793157196E1,-7.203969955E0,-3.672772217E1
3.973970817E1,-3.753768158E1,-6.898243904E0,-3.751324463E1
3.974972117E1,-3.704218292E1,-7.066053867E0,-3.809442139E1
3.975973517E1,-3.627228546E1,-6.534371853E0,-3.836453247E1
3.976974917E1,-3.576445770E1,-6.466404438E0,-3.894400024E1
3.977976317E1,-3.534995270E1,-6.221415997E0,-3.935552979E1
3.978977717E1,-3.500777435E1,-5.783165932E0,-3.961791992E1
3.979979017E1,-3.460741425E1,-5.873688221E0,-4.006222534E1
3.980980417E1,-3.429810333E1,-5.362068176E0,-4.010559082E1
3.981981817E1,-3.396936798E1,-5.228169441E0,-4.049679565E1
3.982983217E1,-3.371590424E1,-5.064056873E0,-4.088858032E1
3.983984517E1,-3.319423676E1,-4.845848083E0,-4.129458618E1
3.984985917E1,-3.292850494E1,-4.793513298E0,-4.200646973E1
3.985987317E1,-3.265064240E1,-4.951767921E0,-4.214413452E1
3.986988717E1,-3.202918243E1,-5.039773941E0,-4.275143433E1
3.987990117E1,-3.161310577E1,-5.162595749E0,-4.270782471E1
3.988991417E1,-3.103514862E1,-5.118597031E0,-4.309643555E1
3.989992817E1,-3.049864960E1,-5.028679848E0,-4.350119019E1
3.990994217E1,-2.962995148E1,-5.130795002E0,-4.372860718E1
3.991995617E1,-2.923981476E1,-5.156026363E0,-4.424954224E1
3.992996917E1,-2.898194122E1,-5.072058678E0,-4.469296265E1
3.993998317E1,-2.848415375E1,-4.915335178E0,-4.479623413E1
3.994999717E1,-2.789608002E1,-4.786185741E0,-4.523672485E1
3.996001117E1,-2.703649139E1,-4.521087646E0,-4.556143188E1
3.997002517E1,-2.632515717E1,-4.327811241E0,-4.553970337E1
3.998003817E1,-2.604364777E1,-4.268163681E0,-4.612524414E1
3.999005217E1,-2.578495026E1,-4.243284225E0,-4.660641479E1
4.000006617E1,-2.509503937E1,-4.261648178E0,-4.702642822E1
4.001008017E1,-2.487697601E1,-4.139113903E0,-4.735540771E1
4.002009317E1,-2.431862640E1,-4.028722763E0,-4.755758667E1
4.003010717E1,-2.370623016E1,-4.008340359E0,-4.766290283E1
4.004012117E1,-2.303217316E1,-3.854431152E0,-4.848870850E1
4.005013517E1,-2.225217438E1,-3.873208523E0,-4.854861450E1
4.006014917E1,-2.172606659E1,-3.708841801E0,-4.908337402E1
4.007016217E1,-2.128531647E1,-3.646287918E0,-4.888958740E1
4.008017617E1,-2.071596527E1,-3.217759609E0,-4.943389893E1
4.009019017E1,-2.016318512E1,-3.268378258E0,-4.921377563E1
4.010020417E1,-1.985240936E1,-3.241194725E0,-4.964245605E1
4.011021679E1,-1.946826935E1,-3.009483814E0,-4.985055542E1
4.012023079E1,-1.898444366E1,-2.857584000E0,-5.001672363E1
4.013024479E1,-1.845880890E1,-3.045683622E0,-5.037130737E1
4.014025879E1,-1.850452423E1,-2.724079609E0,-5.028845215E1
4.015027279E1,-1.833304596E1,-2.580817223E0,-5.042633057E1
4.016028579E1,-1.819535065E1,-2.521770000E0,-5.040960693E1
4.017029979E1,-1.817665863E1,-2.462239265E0,-5.046453857E1
4.018031379E1,-1.841214752E1,-2.813470840E0,-5.027404785E1
4.019032779E1,-1.841654205E1,-2.765337467E0,-5.020623779E1
4.020034179E1,-1.856174469E1,-2.863472462E0,-4.998797607E1
4.021035479E1,-1.882773590E1,-3.194539785E0,-5.017709351E1
4.022036879E1,-1.912326813E1,-3.170107841E0,-5.024182129E1
4.023038279E1,-1.931737518E1,-3.214743376E0,-5.029574585E1
4.024039679E1,-1.952205658E1,-3.079131365E0,-4.996313477E1
4.025040979E1,-1.963970184E1,-2.989600897E0,-4.966571045E1
4.026042379E1,-1.973732758E1,-3.206934929E0,-4.989123535E1
4.027043779E1,-2.010395050E1,-3.495995998E0,-4.960937500E1
4.028045179E1,-2.025463104E1,-3.494430542E0,-4.926788330E1
4.029046579E1,-2.030417633E1,-3.731178761E0,-4.937905884E1
4.030047879E1,-2.037952423E1,-3.823349476E0,-4.913305664E1
4.031049279E1,-2.025511932E1,-3.674413204E0,-4.913983154E1
4.032050679E1,-2.028632355E1,-3.875527859E0,-4.892691040E1
4.033052079E1,-2.034674835E1,-4.169054508E0,-4.933795166E1
4.034053379E1,-2.005786896E1,-4.359244347E0,-4.936392212E1
4.035054779E1,-2.018033600E1,-4.488148689E0,-4.932540894E1
4.036056179E1,-2.008339691E1,-4.723146915E0,-4.927246094E1
4.037057579E1,-2.008437347E1,-4.758766174E0,-4.936520386E1
4.038058979E1,-2.003746796E1,-4.944530964E0,-4.921035767E1
4.039060279E1,-2.017708588E1,-5.200133324E0,-4.940512085E1
4.040061679E1,-1.993367767E1,-5.038131714E0,-4.917343140E1
4.041063079E1,-1.978484344E1,-4.834539413E0,-4.940185547E1
4.042064479E1,-2.010089874E1,-4.573296070E0,-4.878619385E1
4.043065779E1,-2.031868744E1,-4.428764343E0,-4.929904175E1
4.044067179E1,-2.031168365E1,-3.923448563E0,-4.962255859E1
4.045068579E1,-2.037461090E1,-3.950760841E0,-4.933633423E1
4.046069979E1,-2.082701874E1,-3.871053696E0,-4.949462891E1
4.047071379E1,-2.135582733E1,-3.796648026E0,-4.935110474E1
4.048072679E1,-2.117734528E1,-3.707268715E0,-4.923568726E1
4.049074079E1,-2.109159088E1,-3.769147396E0,-4.923120117E1
4.050075479E1,-2.116394806E1,-3.893233299E0,-4.918331909E1
4.051076879E1,-2.134543610E1,-4.252710342E0,-4.933386230E1
4.052078179E1,-2.098810577E1,-4.558516979E0,-4.899737549E1
4.053079579E1,-2.125856781E1,-4.849594116E0,-4.911383057E1
4.054080979E1,-2.103232574E1,-4.942720413E0,-4.910662842E1
4.055082379E1,-2.069419098E1,-5.139514446E0,-4.910107422E1
4.056083779E1,-2.074515533E1,-5.246010303E0,-4.917892456E1
4.057085079E1,-2.063719940E1,-5.423140526E0,-4.928863525E1
4.058086479E1,-2.037316132E1,-5.281497478E0,-4.915301514E1
4.059087879E1,-2.031743622E1,-5.702755928E0,-4.905233765E1
4.060089279E1,-2.011034393E1,-5.711612701E0,-4.893893433E1
4.061090579E1,-2.007212067E1,-5.829624653E0,-4.924551392E1
4.062091979E1,-2.024753571E1,-5.714972973E0,-4.934173584E1
4.063093379E1,-2.046080780E1,-5.696674824E0,-4.932284546E1
4.064094779E1,-2.079332733E1,-5.865380287E0,-4.925338745E1
4.065096179E1,-2.088355255E1,-5.878737450E0,-4.900692749E1
4.066097479E1,-2.133104706E1,-5.806105137E0,-4.882479858E1
4.067098879E1,-2.121822357E1,-5.676011562E0,-4.851586914E1
4.068100279E1,-2.144771576E1,-5.394762039E0,-4.837649536E1
4.069101679E1,-2.178502655E1,-5.675303936E0,-4.855880737E1
4.070103079E1,-2.185540009E1,-5.598776817E0,-4.861431885E1
4.071104379E1,-2.174852753E1,-5.338514805E0,-4.882617188E1
4.072105779E1,-2.150472260E1,-5.566051006E0,-4.910470581E1
4.073107179E1,-2.131803131E1,-5.349690437E0,-4.906521606E1
4.074108579E1,-2.131803131E1,-5.349690437E0,-4.906521606E1
4.075109879E1,-2.101670074E1,-4.958055973E0,-4.903689575E1
4.076111279E1,-2.100984955E1,-5.217289448E0,-4.929620361E1
4.077112679E1,-2.075547028E1,-5.000671387E0,-4.909460449E1
4.078114079E1,-2.031664276E1,-4.716519356E0,-4.895562744E1
4.079115479E1,-2.036096954E1,-4.385594368E0,-4.927539062E1
4.080116779E1,-1.997385406E1,-4.167502403E0,-4.946054077E1
4.081118179E1,-1.988033295E1,-3.973915577E0,-4.975158691E1
4.082119579E1,-1.978707123E1,-3.934581280E0,-4.965545654E1
4.083120979E1,-1.966970062E1,-3.616057873E0,-4.982104492E1
4.084122279E1,-1.958783722E1,-3.747565269E0,-4.961697388E1
4.085123679E1,-1.925325775E1,-3.905571461E0,-4.999484253E1
4.086125079E1,-1.896775055E1,-3.930587292E0,-4.971432495E1
4.087126479E1,-1.862383270E1,-3.794085026E0,-4.965307617E1
4.088127879E1,-1.861057281E1,-4.025416851E0,-5.015032959E1
4.089129179E1,-1.833663177E1,-4.130106449E0,-5.018780518E1
4.090130579E1,-1.799663544E1,-4.233432293E0,-5.049615479E1
4.091131979E1,-1.785570526E1,-4.210311890E0,-5.062911987E1
4.092133379E1,-1.765824127E1,-4.312771320E0,-5.037817383E1
4.093134779E1,-1.724237823E1,-4.310079575E0,-5.082400513E1
4.094136079E1,-1.697574615E1,-4.131437302E0,-5.077557373E1
4.095137479E1,-1.656912994E1,-4.049134254E0,-5.065917969E1
4.096138879E1,-1.652796173E1,-3.879970551E0,-5.074682617E1
4.097140279E1,-1.670717621E1,-3.324405670E0,-5.041555786E1
4.098141579E1,-1.686287689E1,-2.870725393E0,-5.066143799E1
4.099142979E1,-1.723096466E1,-2.124162436E0,-5.088900757E1
4.100144379E1,-1.711212921E1,-1.517681599E0,-5.091073608E1
4.101145779E1,-1.708426666E1,-9.050695896E-1,-5.108361816E1
4.102147179E1,-1.692960358E1,-5.063908100E-1,-5.075564575E1
4.103148479E1,-1.684374237E1,2.722975612E-1,-5.049536133E1
4.104149879E1,-1.656133270E1,6.314939260E-1,-5.100256348E1
4.105151279E1,-1.635134125E1,9.855675101E-1,-5.115301514E1
4.106152679E1,-1.593927765E1,1.570660949E0,-5.101620483E1
4.107153979E1,-1.592868805E1,1.886383891E0,-5.109854126E1
4.108155379E1,-1.602562714E1,1.515805125E0,-5.125964355E1
4.109156779E1,-1.588285065E1,1.762714028E0,-5.141247559E1
4.110158179E1,-1.585433197E1,1.582399130E0,-5.148666382E1
4.111159533E1,-1.587439728E1,1.578826427E0,-5.143301392E1
4.112160833E1,-1.619678497E1,1.586935282E0,-5.142395020E1
4.113162233E1,-1.584040070E1,1.445042849E0,-5.158218384E1
4.114163633E1,-1.637111664E1,1.317276478E0,-5.137951660E1
4.115165033E1,-1.648615265E1,1.193639517E0,-5.088562012E1
4.116166433E1,-1.637529755E1,1.092966318E0,-5.111102295E1
4.117167733E1,-1.676641083E1,8.606758714E-1,-5.082556152E1
4.118169133E1,-1.674105072E1,7.396782041E-1,-5.084875488E1
4.119170533E1,-1.692243195E1,6.527460814E-1,-5.085131836E1
4.120171933E1,-1.732689667E1,9.625359178E-1,-5.058679199E1
4.121173233E1,-1.782927704E1,1.112009287E0,-5.037802124E1
4.122174633E1,-1.806563568E1,1.760039091E0,-4.998480225E1
4.123176033E1,-1.816529083E1,2.233890057E0,-5.036105347E1
4.124177433E1,-1.812035370E1,3.229926109E0,-5.044332886E1
4.125178833E1,-1.849697113E1,4.195296764E0,-5.020971680E1
4.126180133E1,-1.895554352E1,5.178596497E0,-4.998132324E1
4.127181533E1,-1.994229889E1,5.842259407E0,-4.967645264E1
4.128182933E1,-2.035466766E1,5.697278500E0,-4.956869507E1
4.129184333E1,-2.048296356E1,5.495354176E0,-4.943640137E1
4.130185633E1,-2.055448151E1,5.180016041E0,-4.937078857E1
4.131187033E1,-2.063404083E1,5.067802906E0,-4.926986694E1
4.132188433E1,-2.100041962E1,4.695177555E0,-4.881210327E1
4.133189833E1,-2.165280914E1,4.424599171E0,-4.892074585E1
4.134191233E1,-2.258924103E1,4.061296463E0,-4.901086426E1
4.135192533E1,-2.312769318E1,3.495014906E0,-4.864721680E1
4.136193933E1,-2.388230133E1,2.927596331E0,-4.838415527E1
4.137195333E1,-2.422290802E1,2.395931482E0,-4.786434937E1
4.138196733E1,-2.477104950E1,1.739608049E0,-4.780822754E1
4.139198133E1,-2.520525360E1,1.555901289E0,-4.769229126E1
4.140199433E1,-2.545607758E1,1.236131191E0,-4.695898438E1
4.141200833E1,-2.572097015E1,9.225225449E-1,-4.733511353E1
4.142202233E1,-2.599430084E1,1.010596871E0,-4.688870239E1
4.143203633E1,-2.589685822E1,7.498065829E-1,-4.700695801E1
4.144204933E1,-2.610799408E1,8.488417864E-1,-4.675207520E1
4.145206333E1,-2.587033844E1,9.015563726E-1,-4.679446411E1
4.146207733E1,-2.616971588E1,9.855157733E-1,-4.677160645E1
4.147209133E1,-2.608606720E1,1.106389046E0,-4.710443115E1
4.148210533E1,-2.629492950E1,1.141522169E0,-4.727511597E1
4.149211833E1,-2.610297394E1,7.686975598E-1,-4.729577637E1
4.150213233E1,-2.620026398E1,7.379848361E-1,-4.712863159E1
4.151214633E1,-2.588275909E1,5.168294311E-1,-4.705953979E1
4.152216033E1,-2.578820038E1,4.970046878E-1,-4.673294067E1
4.153217433E1,-2.586737823E1,5.222545862E-1,-4.662307739E1
4.154218733E1,-2.595517731E1,6.191704273E-1,-4.689312744E1
4.155220133E1,-2.600420380E1,8.193572760E-1,-4.656524658E1
4.156221533E1,-2.601496124E1,5.224577188E-1,-4.676889038E1
4.157222933E1,-2.611647797E1,7.917664051E-1,-4.681018066E1
4.158224233E1,-2.613874054E1,1.054084301E0,-4.685049438E1
4.159225633E1,-2.616054535E1,8.224506974E-1,-4.695587158E1
4.160227033E1,-2.625981903E1,6.951995492E-1,-4.687771606E1
4.161228433E1,-2.583786774E1,5.869480371E-1,-4.715667725E1
4.162229833E1,-2.581334686E1,5.587693453E-1,-4.741232300E1
4.163231133E1,-2.602523041E1,5.668723583E-1,-4.657443237E1
4.164232533E1,-2.592906952E1,5.548785925E-1,-4.671841431E1
4.165233933E1,-2.613692474E1,5.219154358E-1,-4.693914795E1
4.166235333E1,-2.591536713E1,3.155984282E-1,-4.678707886E1
4.167236733E1,-2.592496490E1,5.337736607E-1,-4.670928955E1
4.168238033E1,-2.585619354E1,6.224925518E-1,-4.708941650E1
4.169239433E1,-2.564221954E1,4.643650055E-1,-4.736663818E1
4.170240833E1,-2.552941132E1,4.808611274E-1,-4.693481445E1
4.171242233E1,-2.563025665E1,5.433999300E-1,-4.675567627E1
4.172243533E1,-2.548375702E1,5.583063364E-1,-4.675805664E1
4.173244933E1,-2.537206268E1,5.944562554E-1,-4.678857422E1
4.174246333E1,-2.572518158E1,4.292593896E-1,-4.691842651E1
4.175247733E1,-2.562306976E1,4.787074029E-1,-4.741967773E1
4.176249133E1,-2.564743805E1,4.437133968E-1,-4.670593262E1
4.177250433E1,-2.553154755E1,5.038563013E-1,-4.713067627E1
4.178251833E1,-2.553154755E1,5.038563013E-1,-4.713067627E1
4.179253233E1,-2.560411835E1,4.447798729E-1,-4.718542480E1
4.180254633E1,-2.552545929E1,5.637829304E-1,-4.720901489E1
4.181256033E1,-2.554996490E1,5.485085249E-1,-4.737854004E1
4.182257333E1,-2.523633575E1,5.822362900E-1,-4.740350342E1
4.183258733E1,-2.519237518E1,5.495688319E-1,-4.715615845E1
4.184260133E1,-2.537364960E1,4.968256950E-1,-4.703631592E1
4.185261533E1,-2.545087433E1,2.408112288E-1,-4.723043823E1
4.186262833E1,-2.519017792E1,2.802507877E-1,-4.765386963E1
4.187264233E1,-2.539958954E1,2.588695884E-1,-4.733929443E1
4.188265633E1,-2.525087738E1,-5.421704054E-2,-4.746173096E1
4.189267033E1,-2.503763580E1,-2.692729235E-2,-4.731817627E1
4.190268433E1,-2.501335907E1,-1.108328700E-1,-4.762741089E1
4.191269733E1,-2.514022064E1,-4.033557177E-1,-4.792123413E1
4.192271133E1,-2.507758331E1,-7.094604969E-1,-4.778588867E1
4.193272533E1,-2.462291718E1,-7.008258104E-1,-4.816336060E1
4.194273933E1,-2.461261749E1,-7.803473473E-1,-4.827001953E1
4.195275333E1,-2.435468292E1,-1.114216685E0,-4.807415771E1
4.196276633E1,-2.413611603E1,-1.037552357E0,-4.827795410E1
4.197278033E1,-2.366799164E1,-1.204197645E0,-4.822305298E1
4.198279433E1,-2.347780609E1,-1.278752565E0,-4.849923706E1
4.199280833E1,-2.337006378E1,-1.311630011E0,-4.845275879E1
4.200282133E1,-2.305818939E1,-1.378176212E0,-4.844720459E1
4.201283533E1,-2.255542755E1,-1.421643972E0,-4.856143188E1
4.202284933E1,-2.236769867E1,-1.331164837E0,-4.855853271E1
4.203286333E1,-2.231418610E1,-1.265057325E0,-4.844235229E1
4.204287733E1,-2.239144135E1,-1.202240109E0,-4.856726074E1
4.205289033E1,-2.229822540E1,-1.376395702E0,-4.877517700E1
4.206290433E1,-2.252944183E1,-1.165506601E0,-4.855010986E1
4.207291833E1,-2.237160492E1,-1.330868006E0,-4.851159668E1
4.208293233E1,-2.250797272E1,-1.238916397E0,-4.850442505E1
4.209294633E1,-2.251581573E1,-1.346575975E0,-4.903506470E1
4.210295933E1,-2.241078949E1,-1.345047474E0,-4.886050415E1
4.211297792E1,-2.249246979E1,-1.747969389E0,-4.891003418E1
4.212299192E1,-2.238712311E1,-1.379011631E0,-4.851177979E1
4.213300592E1,-2.236211395E1,-1.348526239E0,-4.863980103E1
4.214301992E1,-2.224295807E1,-1.353953362E0,-4.882049561E1
4.215303292E1,-2.238393402E1,-1.203973055E0,-4.858438110E1
4.216304692E1,-2.232308197E1,-1.322701931E0,-4.855593872E1
4.217306092E1,-2.261888885E1,-1.319564581E0,-4.853112793E1
4.218307492E1,-2.279727936E1,-1.481865883E0,-4.880102539E1
4.219308792E1,-2.297713470E1,-1.535393715E0,-4.893603516E1
4.220310192E1,-2.282027435E1,-1.309231997E0,-4.865182495E1
4.221311592E1,-2.265665436E1,-1.352244854E0,-4.863088989E1
4.222312992E1,-2.280742645E1,-1.332590342E0,-4.879559326E1
4.223314392E1,-2.272840118E1,-1.080120325E0,-4.859576416E1
4.224315692E1,-2.252318573E1,-9.861710072E-1,-4.858691406E1
4.225317092E1,-2.249732208E1,-9.104193449E-1,-4.851010132E1
4.226318492E1,-2.248311615E1,-8.423575163E-1,-4.858041382E1
4.227319892E1,-2.254009247E1,-6.284089088E-1,-4.880194092E1
4.228321292E1,-2.246720123E1,-7.088356018E-1,-4.886367798E1
4.229322592E1,-2.267288971E1,-6.273251772E-1,-4.862667847E1
4.230323992E1,-2.283103180E1,-3.827829361E-1,-4.890374756E1
4.231325392E1,-2.261534882E1,-3.249186277E-1,-4.880947876E1
4.232326792E1,-2.264191437E1,-4.646577835E-1,-4.903930664E1
4.233328092E1,-2.260445404E1,-3.224046230E-1,-4.899160767E1
4.234329492E1,-2.254366302E1,-5.333788395E-1,-4.893298340E1
4.235330892E1,-2.268860626E1,-4.404036999E-1,-4.906188965E1
4.236332292E1,-2.263877106E1,-3.528890610E-1,-4.898699951E1
4.237333692E1,-2.287494659E1,-5.550777912E-1,-4.905758667E1
4.238334992E1,-2.276201630E1,-2.983621359E-1,-4.849661255E1
4.239336392E1,-2.268546295E1,-4.997810125E-1,-4.893600464E1
4.240337792E1,-2.297187042E1,-3.517115116E-1,-4.893432617E1
4.241339192E1,-2.272435760E1,-5.299305916E-1,-4.896997070E1
4.242340592E1,-2.255298615E1,-4.972989559E-1,-4.897869873E1
4.243341892E1,-2.268175507E1,-2.983680964E-1,-4.860586548E1
4.244343292E1,-2.262467194E1,-2.327666283E-1,-4.883517456E1
4.245344692E1,-2.262830353E1,-2.222719193E-1,-4.882147217E1
4.246346092E1,-2.236174774E1,-5.006120205E-1,-4.871044922E1
4.247347392E1,-2.235538483E1,-2.851638794E-1,-4.844055176E1
4.248348792E1,-2.252181244E1,-3.102345467E-1,-4.855895996E1
4.249350192E1,-2.261910248E1,-2.921757698E-1,-4.888757324E1
4.250351592E1,-2.258562469E1,-4.595414400E-1,-4.871328735E1
4.251352992E1,-2.254917145E1,-2.759418488E-1,-4.872573853E1
4.252354292E1,-2.229697418E1,-2.639131546E-1,-4.884646606E1
4.253355692E1,-2.242246246E1,-4.677188396E-1,-4.852792358E1
4.254357092E1,-2.237247467E1,-5.264661312E-1,-4.884283447E1
4.255358492E1,-2.260201263E1,-3.985493183E-1,-4.844030762E1
4.256359892E1,-2.254319000E1,-5.014309883E-1,-4.849795532E1
4.257361192E1,-2.244474030E1,-5.512232780E-1,-4.860324097E1
4.258362592E1,-2.253058624E1,-5.863642693E-1,-4.827410889E1
4.259363992E1,-2.268466949E1,-4.728840590E-1,-4.875540161E1
4.260365392E1,-2.267743683E1,-3.745447397E-1,-4.857553101E1
4.261366792E1,-2.271854401E1,-4.234049320E-1,-4.825213623E1
4.262368092E1,-2.267368317E1,-4.867168665E-1,-4.828591919E1
4.263369492E1,-2.254434967E1,-5.169509649E-1,-4.829751587E1
4.264370892E1,-2.226549530E1,-4.481942654E-1,-4.856997681E1
4.265372292E1,-2.254332733E1,-5.619862080E-1,-4.850537109E1
4.266373592E1,-2.257440948E1,-5.473572016E-1,-4.850964355E1
4.267374992E1,-2.258675385E1,-5.561728477E-1,-4.844625854E1
4.268376392E1,-2.253461456E1,-4.933277369E-1,-4.833169556E1
4.269377792E1,-2.269318390E1,-5.781064034E-1,-4.864816284E1
4.270379192E1,-2.253730011E1,-7.899247408E-1,-4.868585205E1
4.271380492E1,-2.273346710E1,-5.204272270E-1,-4.890744019E1
4.272381892E1,-2.276309967E1,-6.897830963E-1,-4.875985718E1
4.273383292E1,-2.280142975E1,-4.765889645E-1,-4.859695435E1
4.274384692E1,-2.249308014E1,-5.883082151E-1,-4.883795166E1
4.275386092E1,-2.251230621E1,-7.075197697E-1,-4.914926147E1
4.276387392E1,-2.278949738E1,-6.316336393E-1,-4.874612427E1
4.277388792E1,-2.264708710E1,-7.339104414E-1,-4.883392334E1
4.278390192E1,-2.293419647E1,-8.362329006E-1,-4.914230347E1
4.279391592E1,-2.271173859E1,-7.826771736E-1,-4.899588013E1
4.280392992E1,-2.283350372E1,-7.146340609E-1,-4.890420532E1
4.281394292E1,-2.283350372E1,-7.146340609E-1,-4.890420532E1
4.282395692E1,-2.298720551E1,-6.489517689E-1,-4.895419312E1
4.283397092E1,-2.278865814E1,-4.585275650E-1,-4.893258667E1
4.284398492E1,-2.280908966E1,-6.836276054E-1,-4.861901855E1
4.285399792E1,-2.270374298E1,-7.418640852E-1,-4.865631104E1
4.286401192E1,-2.285355377E1,-8.546632528E-1,-4.911740112E1
4.287402592E1,-2.298618317E1,-8.429501057E-1,-4.872497559E1
4.288403992E1,-2.263747406E1,-6.064181328E-1,-4.880319214E1
4.289405392E1,-2.268152618E1,-4.408222437E-1,-4.863909912E1
4.290406692E1,-2.263552094E1,-5.196952820E-1,-4.839291382E1
4.291408092E1,-2.242406464E1,-6.639330387E-1,-4.829263306E1
4.292409492E1,-2.251143646E1,-7.277115583E-1,-4.816305542E1
4.293410892E1,-2.259432220E1,-6.316276789E-1,-4.861019897E1
4.294412292E1,-2.254079437E1,-4.517412186E-1,-4.876535034E1
4.295413592E1,-2.258803558E1,-4.666510820E-1,-4.868432617E1
4.296414992E1,-2.269116974E1,-6.007621288E-1,-4.867837524E1
4.297416392E1,-2.247100067E1,-6.007691622E-1,-4.864413452E1
4.298417792E1,-2.249909210E1,-6.486595869E-1,-4.910894775E1
4.299419192E1,-2.236931610E1,-6.245421171E-1,-4.894824219E1
4.300420492E1,-2.251511383E1,-5.913487673E-1,-4.873541260E1
4.301421892E1,-2.233014679E1,-4.359984398E-1,-4.892102051E1
4.302423292E1,-2.257668304E1,-5.160409212E-1,-4.916183472E1
4.303424692E1,-2.260170746E1,-6.152009964E-1,-4.883126831E1
4.304426092E1,-2.268891144E1,-7.053602934E-1,-4.873953247E1
4.305427392E1,-2.273340607E1,-7.843996286E-1,-4.878387451E1
4.306428792E1,-2.271146393E1,-5.808902979E-1,-4.925598145E1
4.307430192E1,-2.266480255E1,-5.231879950E-1,-4.937435913E1
4.308431592E1,-2.259560394E1,-7.649722099E-1,-4.906588745E1
4.309432892E1,-2.255017853E1,-6.977403164E-1,-4.907345581E1
4.310434292E1,-2.274526215E1,-5.537919998E-1,-4.898269653E1
4.311435258E1,-2.244953156E1,-6.715960503E-1,-4.919989014E1
4.312436658E1,-2.238581085E1,-6.209727526E-1,-4.924377441E1
4.313438058E1,-2.256078339E1,-4.523656368E-1,-4.926870728E1
4.314439358E1,-2.265044403E1,-5.338311195E-1,-4.921044922E1
4.315440758E1,-2.263576508E1,-8.652846813E-1,-4.870803833E1
4.316442158E1,-2.249231720E1,-7.895374298E-1,-4.898712158E1
4.317443558E1,-2.259285736E1,-7.748452425E-1,-4.901947021E1
4.318444958E1,-2.233036041E1,-9.136303663E-1,-4.899212646E1
4.319446258E1,-2.223935699E1,-1.008375764E0,-4.893295288E1
4.320447658E1,-2.211910248E1,-7.507176399E-1,-4.896475220E1
4.321449058E1,-2.210283661E1,-8.166409731E-1,-4.911425781E1
4.322450458E1,-2.221353912E1,-7.558367252E-1,-4.908444214E1
4.323451858E1,-2.199149323E1,-1.004324794E0,-4.912384033E1
4.324453158E1,-2.221031952E1,-7.801295519E-1,-4.904818726E1
4.325454558E1,-2.214540863E1,-7.509468794E-1,-4.924151611E1
4.326455958E1,-2.215264130E1,-1.050712347E0,-4.930682373E1
4.327457358E1,-2.229598236E1,-9.767860174E-1,-4.898114014E1
4.328458658E1,-2.231598663E1,-1.046435952E0,-4.891046143E1
4.329460058E1,-2.219368744E1,-1.040475368E0,-4.906805420E1
4.330461458E1,-2.226705170E1,-1.086001515E0,-4.891955566E1
4.331462858E1,-2.224962616E1,-1.135057926E0,-4.925625610E1
4.332464258E1,-2.219614410E1,-8.785433769E-1,-4.944638062E1
4.333465558E1,-2.214516449E1,-1.069747567E0,-4.940640259E1
4.334466958E1,-2.218415070E1,-1.102530599E0,-4.894381714E1
4.335468358E1,-2.223674774E1,-1.268931150E0,-4.906689453E1
4.336469758E1,-2.219307709E1,-9.311305285E-1,-4.924264526E1
4.337471158E1,-2.207396698E1,-1.181943059E0,-4.926806641E1
4.338472458E1,-2.221659088E1,-1.082535148E0,-4.932760620E1
4.339473858E1,-2.243032074E1,-8.834183216E-1,-4.915664673E1
4.340475258E1,-2.258786774E1,-1.050198078E0,-4.929873657E1
4.341476658E1,-2.236016083E1,-9.911032915E-1,-4.937228394E1
4.342478058E1,-2.245204926E1,-1.100178480E0,-4.904598999E1
4.343479358E1,-2.229701996E1,-1.266002178E0,-4.882214355E1
4.344480758E1,-2.241869354E1,-9.901928902E-1,-4.892926025E1
4.345482158E1,-2.254140472E1,-1.132711053E0,-4.910552979E1
4.346483558E1,-2.253981781E1,-9.907031059E-1,-4.922384644E1
4.347484958E1,-2.241745758E1,-1.035190940E0,-4.938690186E1
4.348486258E1,-2.223857880E1,-9.374372959E-1,-4.936596680E1
4.349487658E1,-2.226752472E1,-7.525236607E-1,-4.929858398E1
4.350489058E1,-2.218993378E1,-8.280928135E-1,-4.909262085E1
4.351490458E1,-2.222327423E1,-1.228276253E0,-4.919030762E1
4.352491758E1,-2.208046722E1,-1.335677385E0,-4.929397583E1
4.353493158E1,-2.216286469E1,-1.038753986E0,-4.911041260E1
4.354494558E1,-2.201950836E1,-9.653155804E-1,-4.908996582E1
4.355495958E1,-2.196118927E1,-1.120500207E0,-4.931323242E1
4.356497358E1,-2.220984650E1,-1.234136581E0,-4.925381470E1
4.357498658E1,-2.222577667E1,-1.220893383E0,-4.921340942E1
